,name,crn,address1,address2,postTown,county,country,postcode,category,status,origin,accounts_lastMadeUpDate,accountCategory,returns_lastMadeUpDate,sic1,sic2,sic3,sic4,POSTCODE,POSTCODE2,POSTCODE_PCDS,LAT,LONG,LEP1,LEP2,COUNTY_CODE,COUNTY_DIST_CODE,WARD_CODE,website
762,DB BUILDING LTD,06134805,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/03/2017,TOTAL EXEMPTION FULL,02/03/2016,43390 - Other building completion and finishing,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
763,DEMRAHH PLAY LTD,08432466,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/03/2017,TOTAL EXEMPTION FULL,06/03/2016,93290 - Other amusement and recreation activities n.e.c.,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
764,DEREK ATKINSON LIMITED,08970309,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,30/04/2017,TOTAL EXEMPTION FULL,01/04/2016,55209 - Other holiday and other collective accommodation,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
765,DEWTEL LTD,10020193,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,ENGLAND,YO21 1QL,Private Limited Company,Active,United Kingdom,28/02/2017,TOTAL EXEMPTION FULL,,61200 - Wireless telecommunications activities,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
766,DIAMOND PLACES LIMITED,07605362,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,30/04/2017,DORMANT,15/04/2016,62090 - Other information technology service activities,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
767,DJH TELECOM LTD,08463160,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/03/2017,TOTAL EXEMPTION FULL,26/03/2016,61900 - Other telecommunications activities,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
768,DJM HEALTHCARE CONSULTANCY LTD,09611782,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,ENGLAND,YO21 1QL,Private Limited Company,Active,United Kingdom,31/05/2016,TOTAL EXEMPTION SMALL,28/05/2016,86900 - Other human health activities,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
769,DON WALKER PLUMBING AND HEATING LTD,09100247,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,30/06/2016,TOTAL EXEMPTION SMALL,24/06/2016,"43220 - Plumbing, heat and air-conditioning installation",,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,http://donwalkerplumbing.co.uk/
770,E-CIGS (GUISBOROUGH) LTD,09479396,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,ENGLAND,YO21 1QL,Private Limited Company,Active,United Kingdom,31/03/2017,TOTAL EXEMPTION FULL,09/03/2016,47260 - Retail sale of tobacco products in specialised stores,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
771,EGTON BRIDGE DESIGNS LIMITED,06237395,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/05/2017,TOTAL EXEMPTION FULL,04/05/2016,71129 - Other engineering activities,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
772,ELF MARKETING LTD,08456899,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/03/2017,TOTAL EXEMPTION FULL,22/03/2016,73110 - Advertising agencies,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
773,EPC WHEELCHAIRS LTD,11070906,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,ENGLAND,YO21 1QL,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,47749 - Retail sale of medical and orthopaedic goods in specialised stores (not incl. hearing aids) n.e.c.,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
774,ESK VALLEY BUILDERS LIMITED,04541484,28 BAGDALE,WHITBY,NORTH YORKSHIRE,,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/12/2016,TOTAL EXEMPTION FULL,20/09/2015,41201 - Construction of commercial buildings,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
775,ESKDALE ANTIQUES LTD,04613298,28 BAGDALE,WHITBY,NORTH YORKSHIRE,,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/01/2017,TOTAL EXEMPTION FULL,10/12/2015,47799 - Retail sale of other second-hand goods in stores (not incl. antiques),,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
776,ESKDALE FISHERIES LTD,10581958,28 BAGDALE,,WHITBY,,ENGLAND,YO21 1QL,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,56103 - Take-away food shops and mobile food stands,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
777,"FIRES, FIREPLACES AND STOVES LTD",09570921,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,ENGLAND,YO21 1QL,Private Limited Company,Active,United Kingdom,31/05/2016,TOTAL EXEMPTION SMALL,01/05/2016,"47599 - Retail of furniture, lighting, and similar (not musical instruments or scores) in specialised store",,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
778,FORCE 10 ROPE ACCESS SERVICES LTD,10614806,28 BAGDALE,,WHITBY,,ENGLAND,YO21 1QL,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,71200 - Technical testing and analysis,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
779,FOREVER CAPTURED LTD,10989424,28 BAGDALE,,WHITBY,,UNITED KINGDOM,YO21 1QL,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,"47990 - Other retail sale not in stores, stalls or markets",,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
780,GANISTER LTD,08254402,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/10/2016,TOTAL EXEMPTION FULL,16/10/2015,74990 - Non-trading company,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
781,GRANGE ASSOCIATES (WHITBY) LTD,09785417,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,ENGLAND,YO21 1QL,Private Limited Company,Active,United Kingdom,30/09/2016,TOTAL EXEMPTION SMALL,,42990 - Construction of other civil engineering projects n.e.c.,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
782,GREYSTONES (RUNSWICK BAY) LIMITED,04215759,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/05/2017,DORMANT,14/05/2016,98000 - Residents property management,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
783,HALL FARM MINERALS (WHITBY) LTD,08357400,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/01/2017,TOTAL EXEMPTION FULL,11/01/2016,64209 - Activities of other holding companies n.e.c.,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
784,HALL FARM MINERALS LTD,08245530,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/10/2016,TOTAL EXEMPTION SMALL,09/10/2015,96090 - Other service activities n.e.c.,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
785,HAPFIELD PROPERTIES LIMITED,00760779,28 BAGDALE,WHITBY,NORT YORKSHIRE,,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/12/2016,TOTAL EXEMPTION FULL,01/11/2015,68209 - Other letting and operating of own or leased real estate,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
786,HAWTHORN COURT (WHITBY) LTD,09796213,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,30/09/2016,TOTAL EXEMPTION SMALL,,98000 - Residents property management,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
787,HIGH QUEBEC MINERALS LTD,08302225,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,30/11/2016,TOTAL EXEMPTION SMALL,21/11/2015,64209 - Activities of other holding companies n.e.c.,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
788,HISTORIC PROPERTY RESTORATION (WHITBY) LTD,09001313,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,30/04/2017,TOTAL EXEMPTION FULL,17/04/2016,43390 - Other building completion and finishing,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
789,HOLLYBUSH MINERALS LTD,08242606,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/10/2016,TOTAL EXEMPTION SMALL,05/10/2015,08990 - Other mining and quarrying n.e.c.,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
790,INSPIRE AND ENABLE LTD,10516465,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,UNITED KINGDOM,YO21 1QL,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,93199 - Other sports activities,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
791,INSUREBEFORE LIMITED,03208248,28 BAGDALE,WHITBY,NORTH YORKSHIRE,,,YO21 1QL,Private Limited Company,Active,United Kingdom,30/06/2016,TOTAL EXEMPTION SMALL,05/06/2016,98000 - Residents property management,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
792,IXURA LIMITED,11114596,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,ENGLAND,YO21 1QL,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,52230 - Service activities incidental to air transportation,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
793,J C FABRICATIONS LIMITED,04602492,28 BAGDALE,WHITBY,NORTH YORKSHIRE,,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/12/2016,TOTAL EXEMPTION FULL,27/11/2015,25990 - Manufacture of other fabricated metal products n.e.c.,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,https://www.jcfabrications.co.uk/
794,JET BLACK OF WHITBY LTD,08940496,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/03/2017,TOTAL EXEMPTION FULL,14/03/2016,99999 - Dormant Company,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
795,JJ HUGHES LIMITED,07403927,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active - Proposal to Strike off,United Kingdom,31/10/2013,TOTAL EXEMPTION SMALL,12/10/2015,73110 - Advertising agencies,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
796,JOHN HODGSON LIMITED,04822305,28 BAGDALE,WHITBY,NORTH YORKSHIRE,,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/07/2016,TOTAL EXEMPTION SMALL,21/06/2016,43320 - Joinery installation,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
797,JUSTIN WARING BUILDING & ROOFING LTD,08941097,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/03/2017,TOTAL EXEMPTION FULL,17/03/2016,43390 - Other building completion and finishing,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
798,JUSTIN WARING PROPERTIES LIMITED,10763278,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,ENGLAND,YO21 1QL,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,55209 - Other holiday and other collective accommodation,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
799,K&P CONSULTING AND PROPERTIES LIMITED,09558822,C/O PHILIP BURLEY & CO,28 BAGDALE,WHITBY,,ENGLAND,YO21 1QL,Private Limited Company,Active,United Kingdom,30/04/2017,TOTAL EXEMPTION FULL,24/04/2016,68100 - Buying and selling of own real estate,68209 - Other letting and operating of own or leased real estate,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
800,KEITH LOCKER LTD,04395114,28 BAGDALE,WHITBY,NORTH YORKSHIRE,,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/03/2017,TOTAL EXEMPTION FULL,14/03/2016,43341 - Painting,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
801,KENNEL MINERALS LIMITED,08021655,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,28/02/2017,TOTAL EXEMPTION FULL,05/04/2016,08990 - Other mining and quarrying n.e.c.,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
802,L.M. MINERALS LTD,08364196,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/01/2017,TOTAL EXEMPTION FULL,17/01/2016,64209 - Activities of other holding companies n.e.c.,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
803,LAWRENCE & CROSS LTD,09144100,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,22/01/2017,TOTAL EXEMPTION FULL,29/06/2016,56101 - Licensed restaurants,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
804,LAWSON GEOPHYSICAL AVIATION UK LTD,10201085,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,UNITED KINGDOM,YO21 1QL,Private Limited Company,Active,United Kingdom,31/05/2017,TOTAL EXEMPTION FULL,,"74909 - Other professional, scientific and technical activities n.e.c.",,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
805,LAWSON HOBBS LIMITED,02133636,28 BAGDALE,WHITBY,NORTH YORKSHIRE,,,YO21 1QL,Private Limited Company,Active,United Kingdom,30/04/2017,TOTAL EXEMPTION FULL,04/10/2015,41100 - Development of building projects,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
806,LOPANESQUE TRANSLATION SERVICES LIMITED,10884808,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,ENGLAND,YO21 1QL,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,74300 - Translation and interpretation activities,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
807,M & J RIG SERVICES LTD,10704119,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,ENGLAND,YO21 1QL,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,08990 - Other mining and quarrying n.e.c.,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,http://www.mandco.com/
808,M C ENGINEERING SERVICES LIMITED,05682275,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/01/2017,TOTAL EXEMPTION FULL,20/01/2016,61900 - Other telecommunications activities,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
809,MARINA K LIMITED,03888458,28 BAGDALE,WHITBY,NORTH YORKSHIRE,,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/12/2016,TOTAL EXEMPTION FULL,03/12/2015,62090 - Other information technology service activities,70229 - Management consultancy activities other than financial management,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
810,MARIONDALE FISHERIES LTD,06125679,28 BAGDALE,WHITBY,NORTH YORKSHIRE,,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/03/2017,TOTAL EXEMPTION FULL,23/02/2016,56103 - Take-away food shops and mobile food stands,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
811,MARTIN NAREY LIMITED,07555014,34 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/03/2017,,08/03/2016,"74909 - Other professional, scientific and technical activities n.e.c.",,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
812,MHM INVESTMENT ADVISERS LLP,OC371093,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Limited Liability Partnership,Active,United Kingdom,31/03/2017,TOTAL EXEMPTION FULL,28/12/2015,,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
813,MISTER CHIPS HOLDINGS LIMITED,10731393,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,ENGLAND,YO21 1QL,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,64209 - Activities of other holding companies n.e.c.,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
814,MISTER CHIPS PROPERTY LIMITED,09472317,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/03/2017,TOTAL EXEMPTION FULL,26/03/2016,68100 - Buying and selling of own real estate,68209 - Other letting and operating of own or leased real estate,68320 - Management of real estate on a fee or contract basis,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
815,MITTEN HILL MINERALS LTD,08194068,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/08/2016,TOTAL EXEMPTION SMALL,29/08/2015,08910 - Mining of chemical and fertilizer minerals,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
816,MJL MICKLEY LTD,08238927,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/10/2016,TOTAL EXEMPTION SMALL,03/10/2015,71111 - Architectural activities,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
817,MOUTREY'S (WHITBY) LTD,08298526,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,30/11/2016,TOTAL EXEMPTION SMALL,19/11/2015,56101 - Licensed restaurants,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,http://www.moutreys.co.uk/
818,MR DUFF POTASH CO. LTD,08336960,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/03/2017,TOTAL EXEMPTION FULL,19/12/2015,64209 - Activities of other holding companies n.e.c.,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
819,MWCF LIMITED,05890543,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/07/2016,TOTAL EXEMPTION SMALL,28/07/2015,71129 - Other engineering activities,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
820,NATURE'S LABORATORY MANUFACTURING LTD,05614302,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,30/11/2016,DORMANT,07/11/2015,32500 - Manufacture of medical and dental instruments and supplies,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,http://www.beevital-uk.com/
821,NBV LIMITED,04709012,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,UNITED KINGDOM,YO21 1QL,Private Limited Company,Active,United Kingdom,31/05/2017,TOTAL EXEMPTION FULL,24/03/2016,62020 - Information technology consultancy activities,70229 - Management consultancy activities other than financial management,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,http://www.nbv-ltd.co.uk/
822,NEWTON ARCHITECTS & DESIGNERS LIMITED,08226270,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,30/09/2016,TOTAL EXEMPTION SMALL,24/09/2015,71111 - Architectural activities,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
823,NORTH EAST E-CIGS LTD,08592484,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/07/2017,TOTAL EXEMPTION FULL,17/06/2016,47260 - Retail sale of tobacco products in specialised stores,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
824,NORTH EAST FISHING VESSELS LIMITED,06569405,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,ENGLAND,YO21 1QL,Private Limited Company,Active,United Kingdom,30/04/2017,TOTAL EXEMPTION FULL,17/04/2016,03110 - Marine fishing,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
825,OG (2016) LTD,10342093,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,ENGLAND,YO21 1QL,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,61900 - Other telecommunications activities,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
826,P. PRUDOM & SON LIMITED,06027196,28 BAGDALE,WHITBY,NORTH YORKSHIRE,,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/03/2017,TOTAL EXEMPTION FULL,13/12/2015,01500 - Mixed farming,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
827,PARKES BUILDERS LIMITED,07262970,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/03/2017,TOTAL EXEMPTION FULL,24/05/2016,43290 - Other construction installation,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
828,PARKES CONSTRUCTION (WHITBY) LTD,10715995,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,ENGLAND,YO21 1QL,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,43290 - Other construction installation,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
829,PARTRIDGE NEST COTTAGE LTD,10639423,28 BAGDALE,,WHITBY,,ENGLAND,YO21 1QL,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,55100 - Hotels and similar accommodation,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,http://partridgenestpods.co.uk/
830,PHILIP BURLEY (WHITBY) LIMITED,04433591,28 BAGDALE,WHITBY,NORTH YORKSHIRE,,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/07/2016,TOTAL EXEMPTION SMALL,08/05/2016,69201 - Accounting and auditing activities,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,http://www.philipburley.co.uk/
831,PKS (WHITBY) LTD,10584943,28 BAGDALE,,WHITBY,,ENGLAND,YO21 1QL,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,71129 - Other engineering activities,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
832,PLUMB TECH (CLEVELAND) LTD,05242177,28 BAGDALE,WHITBY,NORTH YORKSHIRE,,,YO21 1QL,Private Limited Company,Active,United Kingdom,30/09/2016,TOTAL EXEMPTION SMALL,27/09/2015,"43220 - Plumbing, heat and air-conditioning installation",,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
833,PRESTIGE PERFORMANCE (YORKSHIRE) LTD,06057293,28 BAGDALE,WHITBY,NORTH YORKSHIRE,,,YO21 1QL,Private Limited Company,Active,United Kingdom,31/01/2017,TOTAL EXEMPTION FULL,18/01/2016,45111 - Sale of new cars and light motor vehicles,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
834,R & J CLEANING AND MAINTENANCE LTD,10363473,28 BAGDALE,,WHITBY,NORTH YORKSHIRE,ENGLAND,YO21 1QL,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,81210 - General cleaning of buildings,,,,YO211QL,YO21 1QL,YO21 1QL,54.484336,-0.619101,E37000039,,E10000023,E07000168,E05006340,Website not found
